id,area,job
2442,Society,Civic activist
2744,Society,Civic activist
2747,Society,Civic activist
3071,Society,Civic activist
3382,Society,Civic activist
3659,Society,Civic activist
3676,Society,Civic activist
3736,Society,Civic activist
91,Society ,Civic activist
307,Women,Civic activist
3642,Education,Civic activist
3643,Education,Civic activist
3659,Society,Civic activist
1642,Politics,Citizen
1242,Society,Citizen
3569,N&S.Korea,Monk
3569,N&S.Korea,Monk
536,Culture,Novelist
155,N&S.Korea,Novelist
1620,N&S.Korea,Novelist
3568,N&S.Korea,Novelist
3568,N&S.Korea,Novelist
631,Politics,Novelist
1871,Society,Novelist
2140,Society,Novelist
3752,Society,Novelist
1580,Society,Tax accountant 
1686,Society,Tax accountant 
347,Culture,Consultant
367,Society,Consultant
2374,Society,Consultant
158,N&S.Korea,Civic activist
3336,Society,Civic activist
183,Culture,Civic activist
740,Culture,Civic activist
2527,Culture,Civic activist
215,Diplomacy,Civic activist
371,Diplomacy,Civic activist
674,Diplomacy,Civic activist
676,Diplomacy,Civic activist
796,Diplomacy,Civic activist
1037,Diplomacy,Civic activist
1375,Diplomacy,Civic activist
2627,Diplomacy,Civic activist
2690,Diplomacy,Civic activist
447,Economy,Civic activist
658,Economy,Civic activist
892,Economy,Civic activist
894,Economy,Civic activist
1052,Economy,Civic activist
1396,Economy,Civic activist
122,Education,Civic activist
690,Education,Civic activist
732,Education,Civic activist
849,Education,Civic activist
2251,Education,Civic activist
2411,Education,Civic activist
433,Law,Civic activist
1137,Law,Civic activist
3350,N.Korea,Civic activist
393,N&S.Korea,Civic activist
783,N&S.Korea,Civic activist
788,N&S.Korea,Civic activist
792,N&S.Korea,Civic activist
1972,N&S.Korea,Civic activist
2004,N&S.Korea,Civic activist
2304,N&S.Korea,Civic activist
2768,N&S.Korea,Civic activist
3202,N&S.Korea,Civic activist
3265,N&S.Korea,Civic activist
2430,National Defense,Civic activist
2431,National Defense,Civic activist
3363,National Security,Civic activist
576,Politics,Civic activist
708,Politics,Civic activist
1269,Politics,Civic activist
1757,Politics,Civic activist
2614,Politics,Civic activist
55,Politics ,Civic activist
67,Politics ,Civic activist
198,Society,Civic activist
236,Society,Civic activist
326,Society,Civic activist
327,Society,Civic activist
362,Society,Civic activist
387,Society,Civic activist
388,Society,Civic activist
477,Society,Civic activist
565,Society,Civic activist
770,Society,Civic activist
775,Society,Civic activist
943,Society,Civic activist
1250,Society,Civic activist
1392,Society,Civic activist
1528,Society,Civic activist
1730,Society,Civic activist
1734,Society,Civic activist
1819,Society,Civic activist
1912,Society,Civic activist
1913,Society,Civic activist
2213,Society,Civic activist
2314,Society,Civic activist
2450,Society,Civic activist
2451,Society,Civic activist
3010,Society,Civic activist
3011,Society,Civic activist
3241,Society,Civic activist
3638,Society,Civic activist
92,Society ,Civic activist
93,Society ,Civic activist
875,Women,Civic activist
3638,Society,Civic activist
15,Culture,NGO
3392,Diplomacy,NGO
292,Economy,NGO
1054,Economy,NGO
1395,Economy,NGO
3931,Economy,NGO
789,N&S.Korea,NGO
1599,Politics,NGO
86,Politics ,NGO
3980,Politics/Economy,NGO
1319,Society,NGO
1568,Society,NGO
1775,Society,NGO
1804,Society,NGO
2372,Society,NGO
309,Women,Nursing teacher
12,Culture,Attorney
181,Culture,Attorney
345,Culture,Attorney
1090,Culture,Attorney
1091,Culture,Attorney
1475,Culture,Attorney
2192,Culture,Attorney
2523,Culture,Attorney
2525,Culture,Attorney
2526,Culture,Attorney
2528,Culture,Attorney
2623,Culture,Attorney
72,Culture ,Attorney
617,Economy,Attorney
832,Economy,Attorney
1297,Economy,Attorney
1723,Economy,Attorney
1724,Economy,Attorney
2241,Economy,Attorney
2297,Economy,Attorney
2326,Economy,Attorney
2629,Economy,Attorney
3454,Economy,Attorney
3525,Economy,Attorney
3925,Economy,Attorney
3927,Economy,Attorney
3997,Economy/Journalism,Attorney
4072,Economy/Journalism,Attorney
510,Education,Attorney
2250,Education,Attorney
590,Election,Attorney
594,Election,Attorney
596,Election,Attorney
613,Election,Attorney
211,Journalism,Attorney
835,Labor,Attorney
836,Labor,Attorney
38,Law,Attorney
39,Law,Attorney
434,Law,Attorney
666,Law,Attorney
667,Law,Attorney
858,Law,Attorney
999,Law,Attorney
1005,Law,Attorney
1115,Law,Attorney
1133,Law,Attorney
1136,Law,Attorney
1139,Law,Attorney
1230,Law,Attorney
1237,Law,Attorney
1238,Law,Attorney
1264,Law,Attorney
1265,Law,Attorney
2166,Law,Attorney
3581,Law,Attorney
3581,Law,Attorney
3582,Law,Attorney
3582,Law,Attorney
3583,Law,Attorney
3583,Law,Attorney
3810,Law,Attorney
3811,Law,Attorney
3812,Law,Attorney
3813,Law,Attorney
3953,Law,Attorney
3954,Law,Attorney
3955,Law,Attorney
3349,N.Korea,Attorney
2054,N&S.Korea,Attorney
2761,N&S.Korea,Attorney
2762,N&S.Korea,Attorney
2427,National Defense,Attorney
3593,National Defense,Attorney
3593,National Defense,Attorney
108,Politics,Attorney
245,Politics,Attorney
373,Politics,Attorney
577,Politics,Attorney
621,Politics,Attorney
635,Politics,Attorney
759,Politics,Attorney
890,Politics,Attorney
907,Politics,Attorney
908,Politics,Attorney
1042,Politics,Attorney
1464,Politics,Attorney
1982,Politics,Attorney
1995,Politics,Attorney
2454,Politics,Attorney
2457,Politics,Attorney
2474,Politics,Attorney
2475,Politics,Attorney
2515,Politics,Attorney
2545,Politics,Attorney
2570,Politics,Attorney
2571,Politics,Attorney
2663,Politics,Attorney
2677,Politics,Attorney
2910,Politics,Attorney
2913,Politics,Attorney
2933,Politics,Attorney
2951,Politics,Attorney
3042,Politics,Attorney
3043,Politics,Attorney
3056,Politics,Attorney
3076,Politics,Attorney
3255,Politics,Attorney
3422,Politics,Attorney
3459,Politics,Attorney
3461,Politics,Attorney
3462,Politics,Attorney
3465,Politics,Attorney
3689,Politics,Attorney
3760,Politics,Attorney
3789,Politics,Attorney
3793,Politics,Attorney
3853,Politics,Attorney
3854,Politics,Attorney
3855,Politics,Attorney
3862,Politics,Attorney
3869,Politics,Attorney
3870,Politics,Attorney
3900,Politics,Attorney
3910,Politics,Attorney
3911,Politics,Attorney
3923,Politics,Attorney
3985,Politics,Attorney
4116,Politics,Attorney
4117,Politics,Attorney
4124,Politics,Attorney
4156,Politics,Attorney
4164,Politics,Attorney
4193,Politics,Attorney
54,Politics ,Attorney
82,Politics ,Attorney
4021,Politics/Economy,Attorney
3977,Politics/Journalism,Attorney
4048,Politics/Society,Attorney
9,Society,Attorney
415,Society,Attorney
416,Society,Attorney
552,Society,Attorney
558,Society,Attorney
563,Society,Attorney
566,Society,Attorney
584,Society,Attorney
585,Society,Attorney
688,Society,Attorney
967,Society,Attorney
975,Society,Attorney
978,Society,Attorney
979,Society,Attorney
1025,Society,Attorney
1026,Society,Attorney
1180,Society,Attorney
1181,Society,Attorney
1183,Society,Attorney
1184,Society,Attorney
1252,Society,Attorney
1440,Society,Attorney
1557,Society,Attorney
1607,Society,Attorney
1732,Society,Attorney
1773,Society,Attorney
1774,Society,Attorney
1781,Society,Attorney
1801,Society,Attorney
1802,Society,Attorney
1873,Society,Attorney
1906,Society,Attorney
1911,Society,Attorney
1952,Society,Attorney
1962,Society,Attorney
1964,Society,Attorney
1976,Society,Attorney
2080,Society,Attorney
2083,Society,Attorney
2212,Society,Attorney
2307,Society,Attorney
2343,Society,Attorney
2351,Society,Attorney
2375,Society,Attorney
2404,Society,Attorney
2485,Society,Attorney
2488,Society,Attorney
2498,Society,Attorney
2540,Society,Attorney
2708,Society,Attorney
2745,Society,Attorney
2746,Society,Attorney
2786,Society,Attorney
2975,Society,Attorney
3009,Society,Attorney
3014,Society,Attorney
3015,Society,Attorney
3049,Society,Attorney
3069,Society,Attorney
3070,Society,Attorney
3243,Society,Attorney
3250,Society,Attorney
3251,Society,Attorney
3328,Society,Attorney
3337,Society,Attorney
3340,Society,Attorney
3502,Society,Attorney
3588,Society,Attorney
3588,Society,Attorney
3627,Society,Attorney
3627,Society,Attorney
3649,Society,Attorney
3649,Society,Attorney
3651,Society,Attorney
3651,Society,Attorney
3685,Society,Attorney
3694,Society,Attorney
3696,Society,Attorney
3704,Society,Attorney
3719,Society,Attorney
3726,Society,Attorney
3748,Society,Attorney
3749,Society,Attorney
3918,Society,Attorney
4088,Society,Attorney
1999,Society ,Attorney
1894,Special,Attorney
1896,Special,Attorney
1946,Law,Attorney
3596,Law,Attorney
3596,Law,Attorney
3597,Law,Attorney
3597,Law,Attorney
3598,Law,Attorney
3598,Law,Attorney
3646,Law,Attorney
3646,Law,Attorney
3647,Law,Attorney
3647,Law,Attorney
3751,Society,Attorney
3326,Politics,Translator
16,Culture,Actor/actress
1217,Culture,Actor/actress
1219,Culture,Actor/actress
1489,Culture,Actor/actress
628,Politics,Actor/actress
1842,Society,Actor/actress
2138,Society,Actor/actress
2355,Society,Actor/actress
1447,Culture,Entertainment producer
1493,Culture,TV program writer
1188,Culture,Entertainment
1957,Culture,Entertainment
601,Politics,Entertainment
3354,Society,Entertainment
1897,Special,Entertainment
184,Culture,Culture critic
540,Culture,Culture critic
1191,Culture,Culture critic
1198,Culture,Culture critic
1494,Culture,Culture critic
1595,Culture,Culture critic
1596,Culture,Culture critic
2129,Culture,Culture critic
2195,Culture,Culture critic
2360,Culture,Culture critic
2617,Politics,Culture critic
363,Society,Culture critic
553,Society,Culture critic
1062,Society,Culture critic
2353,Society,Culture critic
2542,Society,Culture critic
2784,Society,Culture critic
3706,Society,Culture critic
1692,Society,Culture activist
793,N&S.Korea,Cultural organization
288,Society,Literacy critic
854,Society,Literacy critic
187,Diplomacy,Pastor
80,Economy,Pastor
152,N&S.Korea,Pastor
156,N&S.Korea,Pastor
397,N&S.Korea,Pastor
604,N&S.Korea,Pastor
1098,Politics,Pastor
1508,Politics,Pastor
1978,Politics,Pastor
3426,Politics,Pastor
4029,Politics/종교,Pastor
141,Society,Pastor
1060,Society,Pastor
1579,Society,Pastor
1682,Society,Pastor
1683,Society,Pastor
1684,Society,Pastor
1685,Society,Pastor
2137,Society,Pastor
2209,Society,Pastor
2350,Society,Pastor
1645,Politics,Designer
124,Education,College student
125,Education,College student
1116,Law,College student
689,Society,College student
694,Politics,President
1410,Politics,President
1643,Politics,Farmer
2861,Culture,Union representative
34,Economy,Union representative
76,Economy,Union representative
78,Economy,Union representative
174,Economy,Union representative
810,Economy,Union representative
941,Economy,Union representative
1379,Economy,Union representative
3523,Economy,Union representative
1888,Journalism,Union representative
1903,Journalism,Union representative
43,Labor,Union representative
44,Labor,Union representative
282,Labor,Union representative
608,Labor,Union representative
646,Labor,Union representative
747,Labor,Union representative
748,Labor,Union representative
834,Labor,Union representative
1039,Labor,Union representative
1167,Labor,Union representative
1168,Labor,Union representative
1310,Labor,Union representative
1573,Labor,Union representative
1577,Labor,Union representative
1578,Labor,Union representative
2045,Labor,Union representative
889,Politics,Union representative
764,Society,Union representative
765,Society,Union representative
780,Society,Union representative
1468,Society,Union representative
1921,Society,Union representative
3197,Society,Union representative
259,Women,Union representative
281,Labor,Labor agitator
331,Society,Labor agitator
390,Culture,Journalist
545,Culture,Journalist
1149,Culture,Journalist
1453,Culture,Journalist
1594,Culture,Journalist
489,Diplomacy,Journalist
654,Diplomacy,Journalist
811,Economy,Journalist
1074,Economy,Journalist
1826,Economy,Journalist
1634,Election,Journalist
1638,Election,Journalist
683,Journalism,Journalist
1556,Journalism,Journalist
163,N&S.Korea,Journalist
349,N&S.Korea,Journalist
698,Politics,Journalist
700,Politics,Journalist
750,Politics,Journalist
1044,Politics,Journalist
1158,Society,Journalist
1234,Society,Journalist
1255,Society,Journalist
1273,Society,Journalist
1274,Society,Journalist
258,Women,Journalist
1386,Culture,Business person
1476,Culture,Business person
2221,Culture,Business person
77,Economy,Business person
528,Economy,Business person
1065,Economy,Business person
1066,Economy,Business person
1068,Economy,Business person
1516,Economy,Business person
1517,Economy,Business person
1518,Economy,Business person
1520,Economy,Business person
1587,Economy,Business person
1588,Economy,Business person
2295,Economy,Business person
3524,Economy,Business person
1014,Education,Business person
4057,Election,Business person
3504,IT,Business person
1170,Labor,Business person
2042,Labor,Business person
1117,Politics,Business person
2822,Politics,Business person
2833,Politics,Business person
208,Society,Business person
852,Society,Business person
853,Society,Business person
954,Society,Business person
1236,Society,Business person
1245,Society,Business person
1272,Society,Business person
1444,Society,Business person
2785,Society,Business person
31,Economy,Financier
173,Economy,Financier
1067,Economy,Financier
1827,Economy,Financier
2447,Economy,Financier
2715,Economy,Financier
460,Diplomacy,Soldier
675,Diplomacy,Soldier
795,Diplomacy,Soldier
948,Diplomacy,Soldier
1205,Diplomacy,Soldier
1384,Diplomacy,Soldier
548,N&S.Korea,Soldier
2171,National Defense,Soldier
2174,National Defense,Soldier
2426,National Defense,Soldier
3594,National Defense,Soldier
3594,National Defense,Soldier
479,National Security,Soldier
3385,National Security,Soldier
3438,National Security,Soldier
3483,National Security,Soldier
3521,National Security,Soldier
3534,National Security,Soldier
3547,National Security,Soldier
1486,Politics,Soldier
170,Society,Soldier
1243,Society,Soldier
1324,Society,Soldier
2971,Society,Soldier
133,Diplomacy,Military commentator
461,Diplomacy,Military commentator
1208,Diplomacy,Military commentator
482,National Security,Military commentator
171,Society,Military commentator
464,Society, Chairman of the National Assembly
1399,Culture,Congressman
1400,Culture,Congressman
1953,Culture,Congressman
188,Diplomacy,Congressman
418,Diplomacy,Congressman
419,Diplomacy,Congressman
423,Diplomacy,Congressman
424,Diplomacy,Congressman
483,Diplomacy,Congressman
484,Diplomacy,Congressman
652,Diplomacy,Congressman
653,Diplomacy,Congressman
668,Diplomacy,Congressman
672,Diplomacy,Congressman
673,Diplomacy,Congressman
713,Diplomacy,Congressman
714,Diplomacy,Congressman
736,Diplomacy,Congressman
794,Diplomacy,Congressman
818,Diplomacy,Congressman
819,Diplomacy,Congressman
820,Diplomacy,Congressman
946,Diplomacy,Congressman
947,Diplomacy,Congressman
1033,Diplomacy,Congressman
1034,Diplomacy,Congressman
1092,Diplomacy,Congressman
1093,Diplomacy,Congressman
1094,Diplomacy,Congressman
1095,Diplomacy,Congressman
1159,Diplomacy,Congressman
1160,Diplomacy,Congressman
1161,Diplomacy,Congressman
1162,Diplomacy,Congressman
1209,Diplomacy,Congressman
1210,Diplomacy,Congressman
1372,Diplomacy,Congressman
1373,Diplomacy,Congressman
1381,Diplomacy,Congressman
1382,Diplomacy,Congressman
1411,Diplomacy,Congressman
1412,Diplomacy,Congressman
1789,Diplomacy,Congressman
1790,Diplomacy,Congressman
1855,Diplomacy,Congressman
1856,Diplomacy,Congressman
1875,Diplomacy,Congressman
1876,Diplomacy,Congressman
2954,Diplomacy,Congressman
2955,Diplomacy,Congressman
3666,Diplomacy,Congressman
3768,Diplomacy,Congressman
3769,Diplomacy,Congressman
453,Economy,Congressman
615,Economy,Congressman
656,Economy,Congressman
657,Economy,Congressman
807,Economy,Congressman
829,Economy,Congressman
928,Economy,Congressman
929,Economy,Congressman
930,Economy,Congressman
937,Economy,Congressman
938,Economy,Congressman
939,Economy,Congressman
1006,Economy,Congressman
1007,Economy,Congressman
1008,Economy,Congressman
1049,Economy,Congressman
1050,Economy,Congressman
1069,Economy,Congressman
1070,Economy,Congressman
1213,Economy,Congressman
1287,Economy,Congressman
1288,Economy,Congressman
1295,Economy,Congressman
1296,Economy,Congressman
1364,Economy,Congressman
1365,Economy,Congressman
1376,Economy,Congressman
1377,Economy,Congressman
1433,Economy,Congressman
1436,Economy,Congressman
1437,Economy,Congressman
1445,Economy,Congressman
1446,Economy,Congressman
1659,Economy,Congressman
1783,Economy,Congressman
1784,Economy,Congressman
1811,Economy,Congressman
1812,Economy,Congressman
1828,Economy,Congressman
1829,Economy,Congressman
1843,Economy,Congressman
1844,Economy,Congressman
1863,Economy,Congressman
1864,Economy,Congressman
2238,Economy,Congressman
2468,Economy,Congressman
2469,Economy,Congressman
2529,Economy,Congressman
2530,Economy,Congressman
2711,Economy,Congressman
2844,Economy,Congressman
2845,Economy,Congressman
2874,Economy,Congressman
2875,Economy,Congressman
2882,Economy,Congressman
2883,Economy,Congressman
2907,Economy,Congressman
2914,Economy,Congressman
2915,Economy,Congressman
2946,Economy,Congressman
2947,Economy,Congressman
3506,Economy,Congressman
3732,Economy,Congressman
3734,Economy,Congressman
3764,Economy,Congressman
3765,Economy,Congressman
3924,Economy,Congressman
3944,Economy,Congressman
3945,Economy,Congressman
3965,Economy/Journalism,Congressman
3966,Economy/Journalism,Congressman
3994,Economy/Journalism,Congressman
3995,Economy/Journalism,Congressman
4069,Economy/Journalism,Congressman
3986,Economy/Society,Congressman
3987,Economy/Society,Congressman
3988,Economy/Society,Congressman
728,Education,Congressman
729,Education,Congressman
730,Education,Congressman
1530,Education,Congressman
2156,Education,Congressman
2157,Education,Congressman
2248,Education,Congressman
2249,Education,Congressman
2392,Education,Congressman
2393,Education,Congressman
2406,Education,Congressman
2407,Education,Congressman
498,Election,Congressman
512,Election,Congressman
517,Election,Congressman
587,Election,Congressman
722,Election,Congressman
723,Election,Congressman
724,Election,Congressman
725,Election,Congressman
726,Election,Congressman
727,Election,Congressman
2160,Election,Congressman
2162,Election,Congressman
2163,Election,Congressman
2181,Election,Congressman
2182,Election,Congressman
2184,Election,Congressman
4032,Election,Congressman
4062,Election,Congressman
4063,Election,Congressman
4064,Election,Congressman
4083,Election,Congressman
4084,Election,Congressman
4085,Election,Congressman
4106,Election,Congressman
4109,Election,Congressman
4136,Election,Congressman
4137,Election,Congressman
4138,Election,Congressman
4143,Election,Congressman
4146,Election,Congressman
4149,Election,Congressman
4151,Election,Congressman
4159,Election,Congressman
4176,Election,Congressman
1,Journalism,Congressman
2,Journalism,Congressman
270,Journalism,Congressman
272,Journalism,Congressman
286,Journalism,Congressman
358,Journalism,Congressman
359,Journalism,Congressman
932,Journalism,Congressman
933,Journalism,Congressman
1553,Journalism,Congressman
1554,Journalism,Congressman
1883,Journalism,Congressman
1884,Journalism,Congressman
1898,Journalism,Congressman
1899,Journalism,Congressman
2017,Journalism,Congressman
2018,Journalism,Congressman
2032,Journalism,Congressman
2033,Journalism,Congressman
4008,Journalism/Politics,Congressman
4009,Journalism/Politics,Congressman
1307,Labor,Congressman
1308,Labor,Congressman
1309,Labor,Congressman
1937,Labor,Congressman
1938,Labor,Congressman
2021,Labor,Congressman
2022,Labor,Congressman
2023,Labor,Congressman
36,Law,Congressman
37,Law,Congressman
664,Law,Congressman
996,Law,Congressman
997,Law,Congressman
1000,Law,Congressman
1001,Law,Congressman
1132,Law,Congressman
1172,Law,Congressman
1173,Law,Congressman
1192,Law,Congressman
1193,Law,Congressman
1194,Law,Congressman
1195,Law,Congressman
1228,Law,Congressman
1261,Law,Congressman
1262,Law,Congressman
1263,Law,Congressman
2164,Law,Congressman
2165,Law,Congressman
3952,Law,Congressman
2262,N.Korea,Congressman
2263,N.Korea,Congressman
2279,N.Korea,Congressman
2280,N.Korea,Congressman
2285,N.Korea,Congressman
2286,N.Korea,Congressman
3400,N.Korea,Congressman
177,N&S.Korea,Congressman
178,N&S.Korea,Congressman
660,N&S.Korea,Congressman
661,N&S.Korea,Congressman
1619,N&S.Korea,Congressman
1969,N&S.Korea,Congressman
1970,N&S.Korea,Congressman
2197,N&S.Korea,Congressman
2198,N&S.Korea,Congressman
2299,N&S.Korea,Congressman
2300,N&S.Korea,Congressman
2301,N&S.Korea,Congressman
2302,N&S.Korea,Congressman
2757,N&S.Korea,Congressman
3200,N&S.Korea,Congressman
3614,N&S.Korea,Congressman
3614,N&S.Korea,Congressman
2168,National Defense,Congressman
2169,National Defense,Congressman
2172,National Defense,Congressman
2173,National Defense,Congressman
2201,National Defense,Congressman
2202,National Defense,Congressman
3591,National Defense,Congressman
3591,National Defense,Congressman
3592,National Defense,Congressman
3592,National Defense,Congressman
3772,National Security,Congressman
3773,National Security,Congressman
47,Politics,Congressman
48,Politics,Congressman
49,Politics,Congressman
87,Politics,Congressman
88,Politics,Congressman
89,Politics,Congressman
90,Politics,Congressman
103,Politics,Congressman
104,Politics,Congressman
105,Politics,Congressman
106,Politics,Congressman
107,Politics,Congressman
114,Politics,Congressman
115,Politics,Congressman
117,Politics,Congressman
143,Politics,Congressman
144,Politics,Congressman
145,Politics,Congressman
146,Politics,Congressman
201,Politics,Congressman
202,Politics,Congressman
246,Politics,Congressman
247,Politics,Congressman
265,Politics,Congressman
266,Politics,Congressman
267,Politics,Congressman
310,Politics,Congressman
311,Politics,Congressman
318,Politics,Congressman
319,Politics,Congressman
320,Politics,Congressman
321,Politics,Congressman
372,Politics,Congressman
399,Politics,Congressman
400,Politics,Congressman
401,Politics,Congressman
428,Politics,Congressman
429,Politics,Congressman
436,Politics,Congressman
437,Politics,Congressman
450,Politics,Congressman
451,Politics,Congressman
457,Politics,Congressman
467,Politics,Congressman
468,Politics,Congressman
503,Politics,Congressman
504,Politics,Congressman
505,Politics,Congressman
506,Politics,Congressman
518,Politics,Congressman
519,Politics,Congressman
522,Politics,Congressman
523,Politics,Congressman
573,Politics,Congressman
619,Politics,Congressman
620,Politics,Congressman
624,Politics,Congressman
636,Politics,Congressman
637,Politics,Congressman
639,Politics,Congressman
640,Politics,Congressman
641,Politics,Congressman
701,Politics,Congressman
702,Politics,Congressman
703,Politics,Congressman
704,Politics,Congressman
705,Politics,Congressman
706,Politics,Congressman
718,Politics,Congressman
719,Politics,Congressman
720,Politics,Congressman
721,Politics,Congressman
749,Politics,Congressman
757,Politics,Congressman
758,Politics,Congressman
798,Politics,Congressman
799,Politics,Congressman
800,Politics,Congressman
801,Politics,Congressman
802,Politics,Congressman
803,Politics,Congressman
804,Politics,Congressman
813,Politics,Congressman
814,Politics,Congressman
815,Politics,Congressman
824,Politics,Congressman
825,Politics,Congressman
826,Politics,Congressman
838,Politics,Congressman
842,Politics,Congressman
843,Politics,Congressman
844,Politics,Congressman
845,Politics,Congressman
861,Politics,Congressman
862,Politics,Congressman
863,Politics,Congressman
866,Politics,Congressman
867,Politics,Congressman
868,Politics,Congressman
869,Politics,Congressman
877,Politics,Congressman
878,Politics,Congressman
879,Politics,Congressman
896,Politics,Congressman
897,Politics,Congressman
898,Politics,Congressman
902,Politics,Congressman
904,Politics,Congressman
911,Politics,Congressman
916,Politics,Congressman
917,Politics,Congressman
918,Politics,Congressman
919,Politics,Congressman
920,Politics,Congressman
921,Politics,Congressman
922,Politics,Congressman
923,Politics,Congressman
924,Politics,Congressman
925,Politics,Congressman
926,Politics,Congressman
927,Politics,Congressman
980,Politics,Congressman
981,Politics,Congressman
1045,Politics,Congressman
1046,Politics,Congressman
1047,Politics,Congressman
1048,Politics,Congressman
1055,Politics,Congressman
1056,Politics,Congressman
1096,Politics,Congressman
1097,Politics,Congressman
1125,Politics,Congressman
1126,Politics,Congressman
1201,Politics,Congressman
1202,Politics,Congressman
1203,Politics,Congressman
1204,Politics,Congressman
1258,Politics,Congressman
1266,Politics,Congressman
1267,Politics,Congressman
1279,Politics,Congressman
1280,Politics,Congressman
1283,Politics,Congressman
1284,Politics,Congressman
1347,Politics,Congressman
1348,Politics,Congressman
1349,Politics,Congressman
1350,Politics,Congressman
1351,Politics,Congressman
1352,Politics,Congressman
1353,Politics,Congressman
1404,Politics,Congressman
1405,Politics,Congressman
1423,Politics,Congressman
1424,Politics,Congressman
1425,Politics,Congressman
1454,Politics,Congressman
1455,Politics,Congressman
1456,Politics,Congressman
1457,Politics,Congressman
1479,Politics,Congressman
1480,Politics,Congressman
1481,Politics,Congressman
1482,Politics,Congressman
1483,Politics,Congressman
1484,Politics,Congressman
1495,Politics,Congressman
1500,Politics,Congressman
1501,Politics,Congressman
1502,Politics,Congressman
1503,Politics,Congressman
1504,Politics,Congressman
1505,Politics,Congressman
1506,Politics,Congressman
1545,Politics,Congressman
1546,Politics,Congressman
1547,Politics,Congressman
1548,Politics,Congressman
1563,Politics,Congressman
1564,Politics,Congressman
1583,Politics,Congressman
1584,Politics,Congressman
1610,Politics,Congressman
1611,Politics,Congressman
1612,Politics,Congressman
1615,Politics,Congressman
1616,Politics,Congressman
1639,Politics,Congressman
1640,Politics,Congressman
1648,Politics,Congressman
1649,Politics,Congressman
1654,Politics,Congressman
1655,Politics,Congressman
1663,Politics,Congressman
1664,Politics,Congressman
1668,Politics,Congressman
1678,Politics,Congressman
1679,Politics,Congressman
1680,Politics,Congressman
1694,Politics,Congressman
1695,Politics,Congressman
1698,Politics,Congressman
1699,Politics,Congressman
1702,Politics,Congressman
1703,Politics,Congressman
1705,Politics,Congressman
1707,Politics,Congressman
1708,Politics,Congressman
1709,Politics,Congressman
1712,Politics,Congressman
1713,Politics,Congressman
1714,Politics,Congressman
1715,Politics,Congressman
1718,Politics,Congressman
1719,Politics,Congressman
1745,Politics,Congressman
1746,Politics,Congressman
1751,Politics,Congressman
1752,Politics,Congressman
1753,Politics,Congressman
1754,Politics,Congressman
1755,Politics,Congressman
1756,Politics,Congressman
1760,Politics,Congressman
1762,Politics,Congressman
1765,Politics,Congressman
1766,Politics,Congressman
1914,Politics,Congressman
1915,Politics,Congressman
1924,Politics,Congressman
1925,Politics,Congressman
1926,Politics,Congressman
1927,Politics,Congressman
1933,Politics,Congressman
1934,Politics,Congressman
1935,Politics,Congressman
1936,Politics,Congressman
1965,Politics,Congressman
1966,Politics,Congressman
1967,Politics,Congressman
1968,Politics,Congressman
1977,Politics,Congressman
2011,Politics,Congressman
2012,Politics,Congressman
2038,Politics,Congressman
2039,Politics,Congressman
2061,Politics,Congressman
2062,Politics,Congressman
2065,Politics,Congressman
2066,Politics,Congressman
2085,Politics,Congressman
2086,Politics,Congressman
2087,Politics,Congressman
2088,Politics,Congressman
2100,Politics,Congressman
2105,Politics,Congressman
2142,Politics,Congressman
2143,Politics,Congressman
2147,Politics,Congressman
2148,Politics,Congressman
2188,Politics,Congressman
2189,Politics,Congressman
2222,Politics,Congressman
2223,Politics,Congressman
2226,Politics,Congressman
2227,Politics,Congressman
2234,Politics,Congressman
2235,Politics,Congressman
2270,Politics,Congressman
2271,Politics,Congressman
2327,Politics,Congressman
2328,Politics,Congressman
2376,Politics,Congressman
2377,Politics,Congressman
2384,Politics,Congressman
2385,Politics,Congressman
2386,Politics,Congressman
2452,Politics,Congressman
2453,Politics,Congressman
2456,Politics,Congressman
2464,Politics,Congressman
2465,Politics,Congressman
2472,Politics,Congressman
2473,Politics,Congressman
2476,Politics,Congressman
2478,Politics,Congressman
2490,Politics,Congressman
2509,Politics,Congressman
2510,Politics,Congressman
2513,Politics,Congressman
2514,Politics,Congressman
2519,Politics,Congressman
2533,Politics,Congressman
2534,Politics,Congressman
2535,Politics,Congressman
2549,Politics,Congressman
2551,Politics,Congressman
2561,Politics,Congressman
2575,Politics,Congressman
2584,Politics,Congressman
2585,Politics,Congressman
2586,Politics,Congressman
2587,Politics,Congressman
2588,Politics,Congressman
2589,Politics,Congressman
2590,Politics,Congressman
2591,Politics,Congressman
2598,Politics,Congressman
2600,Politics,Congressman
2601,Politics,Congressman
2602,Politics,Congressman
2603,Politics,Congressman
2604,Politics,Congressman
2605,Politics,Congressman
2606,Politics,Congressman
2612,Politics,Congressman
2613,Politics,Congressman
2632,Politics,Congressman
2637,Politics,Congressman
2638,Politics,Congressman
2645,Politics,Congressman
2648,Politics,Congressman
2649,Politics,Congressman
2650,Politics,Congressman
2661,Politics,Congressman
2662,Politics,Congressman
2681,Politics,Congressman
2682,Politics,Congressman
2716,Politics,Congressman
2717,Politics,Congressman
2799,Politics,Congressman
2800,Politics,Congressman
2816,Politics,Congressman
2817,Politics,Congressman
2820,Politics,Congressman
2821,Politics,Congressman
2824,Politics,Congressman
2825,Politics,Congressman
2830,Politics,Congressman
2831,Politics,Congressman
2855,Politics,Congressman
2856,Politics,Congressman
